IE_SORT;IE_NAME;IE_DETAIL_PICTURE;;IP_PROP5;IP_PROP16;IP_PROP11;IP_PROP14;IP_PROP15;CP_WEIGHT;CP_WIDTH;CP_LENGTH;CP_PURCHASING_PRICE;CP_PURCHASING_CURRENCY
501;CORALINE beige Paski;/images/paradyz_160421/coraline_beige_paski_300x600.jpg;coraline_beige_paski_300x600;4062;4062;Облицовочная плитка;73856383;0,90;17 444;300,00;600,00;12,60;EUR
502;CORALINE beige Struktura;/images/paradyz_160421/coraline_beige_struktura_300x600.jpg;coraline_beige_struktura_300x600;4062;4062;Облицовочная плитка;74018724;0,90;17 444;300,00;600,00;12,60;EUR
503;CORALINE Roze (90*60), 3 пл;/images/paradyz_160421/coraline_roze.jpg;coraline_roze;4062;4062;Декор;74018813;1,00;6 120;900,00;600,00;15,70;EUR
504;CORALINE brown Classic;/images/paradyz_160421/coraline_brown_classic_300x600.jpg;coraline_brown_classic_300x600;4062;4062;Декор;73856488;1,00;3 350;300,00;600,00;8,20;EUR
505;CORAL beige;/images/paradyz_160421/coral_beige_400x400.jpg;coral_beige_400x400;4062;4062;Напольная плитка;73856386;1,60;17 970;400,00;400,00;11,95;EUR
500;EMILLY beige;/images/paradyz_160421/emilly_beige_300x600.jpg;emilly_beige_300x600;4063;4063;Облицовочная плитка;73853211;0,90;17 444;300,00;600,00;11,85;EUR
501;EMILLY beige Structura;/images/paradyz_160421/emilly_beige_struktura_300x600.jpg;emilly_beige_struktura_300x600;4063;4063;Облицовочная плитка;73854757;0,90;17 444;300,00;600,00;12,60;EUR
502;EMILLY beige Inserto Structura;/images/paradyz_160421/emilly_beige_dekor_struktura_300x600.jpg;emilly_beige_dekor_struktura_300x600;4063;4063;Облицовочная плитка;74018740;0,90;17 444;300,00;600,00;12,85;EUR
503;EMILLY bianco;/images/paradyz_160421/emilly_bianco_300x600.jpg;emilly_bianco_300x600;4063;4063;Облицовочная плитка;73853216;0,90;17 444;300,00;600,00;11,85;EUR
504;EMILLY bianco Structura;/images/paradyz_160421/emilly_bianco_struktura_300x600.jpg;emilly_bianco_struktura_300x600;4063;4063;Облицовочная плитка;73854756;0,90;17 444;300,00;600,00;12,60;EUR
505;EMILLY crema;/images/paradyz_160421/emilly_crema_300x600.jpg;emilly_crema_300x600;4063;4063;Облицовочная плитка;73853053;0,90;17 444;300,00;600,00;11,85;EUR
506;EMILLY crema Structura;/images/paradyz_160421/emilly_crema_struktura_300x600.jpg;emilly_crema_struktura_300x600;4063;4063;Облицовочная плитка;73854755;0,90;17 444;300,00;600,00;12,60;EUR
507;EMILLY gris;/images/paradyz_160421/emilly_grys_300x600.jpg;emilly_grys_300x600;4063;4063;Облицовочная плитка;73854753;0,90;17 444;300,00;600,00;11,85;EUR
508;EMILLY gris Structura;/images/paradyz_160421/emilly_grys_struktura_300x600.jpg;emilly_grys_struktura_300x600;4063;4063;Облицовочная плитка;73854758;0,90;17 444;300,00;600,00;12,60;EUR
509;EMILLY gris Inserto Structura;/images/paradyz_160421/emilly_grys_dekor_struktura_300x600.jpg;emilly_grys_dekor_struktura_300x600;4063;4063;Облицовочная плитка;74018763;0,90;17 444;300,00;600,00;12,85;EUR
510;MILO beige;/images/paradyz_160421/emilo_beige_400x400.jpg;emilo_beige_400x400;4063;4063;Напольная плитка;74018808;1,60;17 970;400,00;400,00;11,95;EUR
500;MANTEIA beige;/images/paradyz_160421/manteia_beige_200x600.jpg;manteia_beige_200x600;4064;4064;Облицовочная плитка;73851463;1,08;16 920;200,00;600,00;11,23;EUR
501;MANTEIA beige Struktura;/images/paradyz_160421/manteia_beige_struktura_200x600.jpg;manteia_beige_struktura_200x600;4064;4064;Облицовочная плитка;73852288;1,08;16 920;200,00;600,00;11,95;EUR
